Dato,Vannføring
2017-08-25 11:00:00Z,45
2017-08-26 11:00:00Z,37
2017-08-27 11:00:00Z,35
2017-08-28 11:00:00Z,32
2017-08-29 11:00:00Z,33
2017-08-30 11:00:00Z,31
2017-08-31 11:00:00Z,28
2017-09-01 11:00:00Z,27
2017-09-02 11:00:00Z,28
2017-09-03 11:00:00Z,26
2017-09-04 11:00:00Z,26
2017-09-05 11:00:00Z,26
2017-09-06 11:00:00Z,39
2017-09-07 11:00:00Z,48
2017-09-08 11:00:00Z,67
2017-09-09 11:00:00Z,151
2017-09-10 11:00:00Z,197
2017-09-11 11:00:00Z,246
2017-09-12 11:00:00Z,341
2017-09-13 11:00:00Z,277
2017-09-14 11:00:00Z,182
2017-09-15 11:00:00Z,136
2017-09-16 11:00:00Z,100
2017-09-17 11:00:00Z,112
2017-09-18 11:00:00Z,84
2017-09-19 11:00:00Z,58
2017-09-20 11:00:00Z,56
2017-09-21 11:00:00Z,76
2017-09-22 11:00:00Z,122
2017-09-23 11:00:00Z,114
2017-09-24 11:00:00Z,121
2017-09-25 11:00:00Z,104
2017-09-26 11:00:00Z,96
2017-09-27 11:00:00Z,76
2017-09-28 11:00:00Z,94
2017-09-29 11:00:00Z,106
2017-09-30 11:00:00Z,196
2017-10-01 11:00:00Z,632
2017-10-02 11:00:00Z,935
2017-10-03 11:00:00Z,818
2017-10-04 11:00:00Z,582
2017-10-05 11:00:00Z,390
2017-10-06 11:00:00Z,266
2017-10-07 11:00:00Z,186
2017-10-08 11:00:00Z,116
2017-10-09 11:00:00Z,102
2017-10-10 11:00:00Z,106
2017-10-11 11:00:00Z,97
2017-10-12 11:00:00Z,91
2017-10-13 11:00:00Z,102
2017-10-14 11:00:00Z,125
2017-10-15 11:00:00Z,117
2017-10-16 11:00:00Z,98
2017-10-17 11:00:00Z,103
2017-10-18 11:00:00Z,108
2017-10-19 11:00:00Z,104
2017-10-20 11:00:00Z,99
2017-10-21 11:00:00Z,153
2017-10-22 11:00:00Z,266
2017-10-23 11:00:00Z,367
2017-10-24 11:00:00Z,321
2017-10-25 11:00:00Z,377
2017-10-26 11:00:00Z,322
2017-10-27 11:00:00Z,196
2017-10-28 11:00:00Z,129
2017-10-29 11:00:00Z,113
2017-10-30 11:00:00Z,94
2017-10-31 11:00:00Z,84
2017-11-01 11:00:00Z,78
2017-11-02 11:00:00Z,74
2017-11-03 11:00:00Z,76
2017-11-04 11:00:00Z,75
2017-11-05 11:00:00Z,88
2017-11-06 11:00:00Z,95
2017-11-07 11:00:00Z,93
2017-11-08 11:00:00Z,89
2017-11-09 11:00:00Z,87
2017-11-10 11:00:00Z,92
2017-11-11 11:00:00Z,92
2017-11-12 11:00:00Z,87
2017-11-13 11:00:00Z,85
2017-11-14 11:00:00Z,80
2017-11-15 11:00:00Z,69
2017-11-16 11:00:00Z,69
2017-11-17 11:00:00Z,66
2017-11-18 11:00:00Z,113
2017-11-19 11:00:00Z,118
2017-11-20 11:00:00Z,99
2017-11-21 11:00:00Z,99
2017-11-22 11:00:00Z,105
2017-11-23 11:00:00Z,304
2017-11-24 11:00:00Z,448
2017-11-25 11:00:00Z,280
2017-11-26 11:00:00Z,174
2017-11-27 11:00:00Z,129
2017-11-28 11:00:00Z,88
2017-11-29 11:00:00Z,79
2017-11-30 11:00:00Z,88
2017-12-01 11:00:00Z,84
2017-12-02 11:00:00Z,68
2017-12-03 11:00:00Z,60
2017-12-04 11:00:00Z,84
2017-12-05 11:00:00Z,88
2017-12-06 11:00:00Z,113
2017-12-07 11:00:00Z,155
2017-12-08 11:00:00Z,243
2017-12-09 11:00:00Z,210
2017-12-10 11:00:00Z,147
2017-12-11 11:00:00Z,110
2017-12-12 11:00:00Z,91
2017-12-13 11:00:00Z,70
2017-12-14 11:00:00Z,69
2017-12-15 11:00:00Z,84
2017-12-16 11:00:00Z,84
2017-12-17 11:00:00Z,66
2017-12-18 11:00:00Z,72
2017-12-19 11:00:00Z,74
2017-12-20 11:00:00Z,73
2017-12-21 11:00:00Z,78
2017-12-22 11:00:00Z,76
2017-12-23 11:00:00Z,93
2017-12-24 11:00:00Z,119
2017-12-25 11:00:00Z,109
2017-12-26 11:00:00Z,163
2017-12-27 11:00:00Z,254
2017-12-28 11:00:00Z,202
2017-12-29 11:00:00Z,143
2017-12-30 11:00:00Z,98
2017-12-31 11:00:00Z,82
2018-01-01 11:00:00Z,83
2018-01-02 11:00:00Z,86
2018-01-03 11:00:00Z,95
2018-01-04 11:00:00Z,106
2018-01-05 11:00:00Z,93
2018-01-06 11:00:00Z,85
2018-01-07 11:00:00Z,63
2018-01-08 11:00:00Z,61
2018-01-09 11:00:00Z,69
2018-01-10 11:00:00Z,72
2018-01-11 11:00:00Z,73
2018-01-12 11:00:00Z,67
2018-01-13 11:00:00Z,60
2018-01-14 11:00:00Z,52
2018-01-15 11:00:00Z,48
2018-01-16 11:00:00Z,59
2018-01-17 11:00:00Z,70
2018-01-18 11:00:00Z,65
2018-01-19 11:00:00Z,72
2018-01-20 11:00:00Z,53
2018-01-21 11:00:00Z,51
2018-01-22 11:00:00Z,50
2018-01-23 11:00:00Z,86
2018-01-24 11:00:00Z,134
2018-01-25 11:00:00Z,265
2018-01-26 11:00:00Z,237
2018-01-27 11:00:00Z,178
2018-01-28 11:00:00Z,184
2018-01-29 11:00:00Z,197
2018-01-30 11:00:00Z,146
2018-01-31 11:00:00Z,148
2018-02-01 11:00:00Z,152
2018-02-02 11:00:00Z,117
2018-02-03 11:00:00Z,97
2018-02-04 11:00:00Z,68
2018-02-05 11:00:00Z,74
2018-02-06 11:00:00Z,75
2018-02-07 11:00:00Z,74
2018-02-08 11:00:00Z,76
2018-02-09 11:00:00Z,71
2018-02-10 11:00:00Z,83
2018-02-11 11:00:00Z,60
2018-02-12 11:00:00Z,64
2018-02-13 11:00:00Z,79
